srcMac,dstMac,ethType,srcIp,dstIp,ipProto,srcPort,dstPort,priority, icmpType, icmpCode
<gatewayMac>,<deviceMac>,0x0800,avs-alexa-4-eu.amazon.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,unagi-na.amazon.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,dxz5jxhrrzigf.cloudfront.net,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,device-artifacts-v2-eu.s3.eu-west-1.amazonaws.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,api.amazon.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,device-metrics-us.amazon.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,dcape-na.amazon.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,spectrum.s3.amazonaws.com,*,6,80,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,d3p8zr0ffa9t17.cloudfront.net,*,6,80,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,prod.amcs-tachyon.com,*,6,443,*,750,*,*
<gatewayMac>,<deviceMac>,0x0800,155.198.142.7,*,17,53,*,1001,*,*
<deviceMac>,*,0x888e,*,*,*,*,*,650,*,*
